TASK	249	3	0	0	0	0	0	2.5e-07	-	COMPLETE
TASK	5157	100000	0	0	80280	212782	114995	0.0935608	-	TRUNCATED
TASK	5759	100000	0	0	92028	202426	103565	0.0900782	-	TRUNCATED
TASK	15981	100000	0	0	98049	199457	100549	0.0921658	-	TRUNCATED
TASK	19533	100000	0	0	110931	186051	87352	0.0888825	-	TRUNCATED
TASK	24835	100000	0	0	98017	185648	88876	0.0867553	-	TRUNCATED
TASK	28120	100000	0	0	139490	151791	54282	0.0835022	-	TRUNCATED
TASK	37232	100000	0	0	111082	180450	84268	0.0906335	-	TRUNCATED
TASK	38278	100000	0	0	133279	152332	53316	0.0792235	-	TRUNCATED
TASK	42111	146	0	0	0	0	0	1.75e-06	-	COMPLETE
TASK	50402	100000	0	0	101919	177557	80437	0.0835267	-	TRUNCATED
TASK	67022	100000	4	4	93547	209928	110207	0.0900692	-	TRUNCATED
TASK	70545	100000	1	1	92202	207026	108229	0.0905979	-	TRUNCATED
TASK	78052	100000	0	0	91363	195457	96774	0.0900519	-	TRUNCATED
TASK	84845	1	0	0	0	0	0	2.5e-07	-	COMPLETE
TASK	86083	100000	3	3	96368	184483	86793	0.0864866	-	TRUNCATED
TASK	92921	100000	0	0	90886	199253	101233	0.0912244	-	TRUNCATED
TASK	122576	100000	0	0	74686	235122	135838	0.100106	-	TRUNCATED
TASK	123283	1	0	0	0	0	0	2.5e-07	-	COMPLETE
TASK	132277	66	0	0	0	0	0	1.625e-06	-	COMPLETE
TASK	138659	100000	0	0	107079	184879	85661	0.0842835	-	TRUNCATED
TASK	147887	100000	0	0	99013	183825	87766	0.088295	-	TRUNCATED
TASK	150638	100000	0	0	91147	200726	102331	0.0910027	-	TRUNCATED
TASK	179021	100000	0	0	90938	197151	100526	0.0905641	-	TRUNCATED
TASK	184974	100000	0	0	77923	226825	127521	0.096843	-	TRUNCATED
TASK	186099	2	0	0	0	0	0	2.91e-07	-	COMPLETE
TASK	197432	1	0	0	0	0	0	2.5e-07	-	COMPLETE
TASK	201227	100000	0	0	85626	161974	79734	0.0892971	-	TRUNCATED
TASK	207777	100000	4	4	97194	186642	94208	0.0915262	-	TRUNCATED
TASK	216215	100000	0	0	108531	186671	87298	0.0943217	-	TRUNCATED
TASK	222346	100000	0	0	85280	214313	116149	0.102974	-	TRUNCATED
TASK	222640	100000	0	0	91866	198824	100905	0.100294	-	TRUNCATED
TASK	229895	100000	0	0	77993	220283	121712	0.100763	-	TRUNCATED
TASK	230444	100000	0	0	84507	199498	103611	0.0985264	-	TRUNCATED
TASK	238256	51	0	0	0	1	1	9.167e-06	-	COMPLETE
TASK	244056	100000	0	0	94935	182892	85759	0.0894503	-	TRUNCATED
TASK	247845	100000	0	0	92151	198853	99857	0.0953261	-	TRUNCATED
TASK	251587	100000	0	0	83912	204981	107528	0.0942652	-	TRUNCATED
TASK	255718	60772	0	0	73429	105747	46054	0.0555988	-	COMPLETE
TASK	265328	100000	0	0	85471	205056	108261	0.0967498	-	TRUNCATED
TASK	265484	100000	0	0	88149	196688	99822	0.0922923	-	TRUNCATED
TASK	266504	100000	0	0	112031	180046	80458	0.0897268	-	TRUNCATED
TASK	283416	1	0	0	0	0	0	2.92e-07	-	COMPLETE
TASK	286958	100000	0	0	86607	204027	105567	0.0963341	-	TRUNCATED
TASK	288626	100000	0	0	61619	244557	145238	0.106488	-	TRUNCATED
TASK	291019	100000	0	0	83659	215302	117219	0.102338	-	TRUNCATED
TASK	292619	100000	0	0	83632	209827	111358	0.0978266	-	TRUNCATED
TASK	294627	100000	0	0	91198	196317	98883	0.0947587	-	TRUNCATED
TASK	294707	100000	0	0	90488	207339	108739	0.0995448	-	TRUNCATED
TASK	295625	100000	0	0	101183	175215	80871	0.0921791	-	TRUNCATED
TASK	303824	103	0	0	0	0	0	1.375e-06	-	COMPLETE
TASK	330802	100000	0	0	94685	186903	92181	0.0951376	-	TRUNCATED
TASK	335293	100000	0	0	83385	201474	105364	0.0992428	-	TRUNCATED
TASK	354048	100000	0	0	87719	202812	105547	0.0968294	-	TRUNCATED
TASK	355752	100000	0	0	91411	206350	107630	0.0978397	-	TRUNCATED
TASK	366625	162	0	0	14	11	4	3.2708e-05	-	COMPLETE
TASK	371727	100000	0	0	78728	212443	115337	0.098359	-	TRUNCATED
TASK	382984	100000	0	0	126710	145715	47908	0.0846775	-	TRUNCATED
TASK	393112	100000	0	0	103725	181056	82955	0.0920748	-	TRUNCATED
TASK	410457	1	0	0	0	0	0	2.08e-07	-	COMPLETE
TASK	426570	100000	0	0	82183	211281	112361	0.101096	-	TRUNCATED
TASK	428764	100000	0	0	110221	178709	79882	0.0904702	-	TRUNCATED
TASK	429260	100000	0	0	108978	169843	74409	0.0893673	-	TRUNCATED
TASK	441559	1	0	0	0	0	0	2.08e-07	-	COMPLETE
TASK	450883	100000	1	1	87332	208467	109333	0.0968537	-	TRUNCATED
TASK	473791	100000	0	0	85587	203632	105632	0.0946472	-	TRUNCATED
TASK	474030	100000	0	0	92149	208873	110101	0.097517	-	TRUNCATED
TASK	478836	100000	0	0	87026	201677	103903	0.0971637	-	TRUNCATED
TASK	479881	100000	0	0	78005	213283	116682	0.102397	-	TRUNCATED
TASK	483347	100000	0	0	95232	185889	91568	0.0938252	-	TRUNCATED
TASK	484603	100000	0	0	80825	204404	107920	0.0957725	-	TRUNCATED
TASK	493784	100000	0	0	94943	198624	99928	0.0944826	-	TRUNCATED
TASK	495290	100000	0	0	78909	213947	115044	0.097577	-	TRUNCATED
TASK	499105	3579	0	0	3607	4968	2046	0.00302729	-	COMPLETE
TASK	516091	100000	0	0	103329	185590	87879	0.0925673	-	TRUNCATED
TASK	544069	2	0	0	0	0	0	2.5e-07	-	COMPLETE
TASK	556435	100000	0	0	100205	172136	77995	0.0935634	-	TRUNCATED
TASK	558195	100000	0	0	94599	200246	102006	0.09664	-	TRUNCATED
TASK	562761	100000	0	0	76892	226523	127233	0.099747	-	TRUNCATED
TASK	565230	100000	0	0	93462	197545	100239	0.0949506	-	TRUNCATED
TASK	566622	100000	0	0	104969	200568	102172	0.105471	-	TRUNCATED
TASK	583951	100000	0	0	93370	201936	103002	0.0971565	-	TRUNCATED
TASK	584544	1	0	0	0	0	0	2.5e-07	-	COMPLETE
TASK	587825	100000	0	0	97015	209363	109763	0.102116	-	TRUNCATED
TASK	595964	4	0	0	0	0	0	3.33e-07	-	COMPLETE
TASK	601285	77151	0	0	62968	166000	90023	0.0773367	-	COMPLETE
TASK	607133	100000	0	0	91349	193792	98220	0.0959167	-	TRUNCATED
TASK	622881	100000	0	0	85802	208189	109894	0.100922	-	TRUNCATED
TASK	635007	1	0	0	0	0	0	2.5e-07	-	COMPLETE
TASK	640999	100000	1	1	100441	182254	84541	0.0937655	-	TRUNCATED
TASK	665703	1	0	0	0	0	0	2.08e-07	-	COMPLETE
TASK	667946	100000	0	0	96930	199998	100670	0.0964785	-	TRUNCATED
TASK	690227	100000	0	0	99359	192220	93850	0.0953021	-	TRUNCATED
TASK	706021	5	0	0	0	0	0	3.33e-07	-	COMPLETE
TASK	709197	100000	0	0	97800	208554	108841	0.0997759	-	TRUNCATED
TASK	709494	100000	0	0	88758	203500	105245	0.0999475	-	TRUNCATED
TASK	711631	100000	0	0	82678	214860	115959	0.10082	-	TRUNCATED
TASK	726579	100000	0	0	98912	194269	95284	0.095614	-	TRUNCATED
